"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP","AVG. DIFF ","% OVER "
"531",13,"JuJu Smith-Schuster",FA,"WR180","-","-","-","-","-","-0.8","37% (6/16)"
"532",13,"Bauer Sharp",TB,"TE89","10","-","-","2 out of 5 stars","-","-","-"
"533",13,"Jared Wayne",HOU,"WR181","8","-","-","3 out of 5 stars","-","-","-"
"534",13,"Foster Moreau",HOU,"TE90","8","-","-","4 out of 5 stars","-","-1.5","18% (2/11)"
"535",13,"Luke Farrell",SF,"TE91","8","-","-","3 out of 5 stars","-","-","-"
"536",13,"Cade Stover",HOU,"TE92","8","-","-","4 out of 5 stars","-","-0.4","37% (3/8)"
"537",13,"Seydou Traore",MIA,"TE93","6","-","-","5 out of 5 stars","-","-","-"
"538",13,"Jeremy Ruckert",NYJ,"TE94","13","-","-","4 out of 5 stars","-","-0.1","43% (7/16)"
"539",13,"Curtis Samuel",FA,"WR182","-","-","-","-","-","-0.1","20% (1/5)"
"540",13,"Charlie Woerner",ATL,"TE95","11","-","-","3 out of 5 stars","-","-","-"
"541",13,"Josh Whyle",GB,"TE96","11","-","-","2 out of 5 stars","-","-","-"
"542",13,"Joe Royer",CLE,"TE97","11","-","-","3 out of 5 stars","-","-","-"
"543",13,"Brevyn Spann-Ford",DAL,"TE98","14","-","-","2 out of 5 stars","-","-","-"
"544",13,"Jake Browning",FA,"QB51","-","-","-","-","-","+0.9","27% (3/11)"
"545",13,"Jared Wiley",KC,"TE99","5","-","-","4 out of 5 stars","-","-0.3","0% (0/3)"
"546",13,"Miles Kitselman",FA,"TE100","-","-","-","-","-","-","-"
"547",13,"Johnny Mundt",PHI,"TE101","10","-","-","4 out of 5 stars","-","-","-"
"548",13,"Drew Ogletree",IND,"TE102","13","-","-","3 out of 5 stars","-","-","-"
"549",13,"Jermaine Burton",FA,"WR183","-","-","-","-","-","-","-"
"550",13,"Mecole Hardman Jr.",FA,"WR184","-","-","-","-","-","-","-"
"551",13,"Riley Nowakowski",PIT,"TE103","9","-","-","2 out of 5 stars","-","-","-"
"552",13,"Jalen Reagor",FA,"WR185","-","-","-","-","-","-","-"
"553",13,"Payne Durham",TB,"TE104","10","-","-","2 out of 5 stars","-","-","-"
"554",13,"Khalil Dinkins",SF,"TE105","8","-","-","3 out of 5 stars","-","-","-"
"555",13,"Jaydn Ott",KC,"RB148","5","-","-","3 out of 5 stars","-","-","-"
"556",13,"Eric Saubert",SEA,"TE106","11","-","-","3 out of 5 stars","-","-","-"
"557",13,"Tyson Bagent",CHI,"QB52","10","-","-","3 out of 5 stars","-","-0.2","15% (2/13)"
"558",13,"Carsen Ryan",CLE,"TE107","11","-","-","3 out of 5 stars","-","-","-"
"559",13,"Quinn Ewers",JAC,"QB53","7","-","-","4 out of 5 stars","-","-2.6","50% (1/2)"
"560",13,"Ian Thomas",LV,"TE108","13","-","-","3 out of 5 stars","-","-","-"
"561",13,"Alexander Mattison",FA,"RB149","-","-","-","-","-","-","-"
"562",13,"Davis Allen",LAR,"TE109","11","-","-","4 out of 5 stars","-","+0.2","37% (6/16)"
"563",13,"Gardner Minshew II",ARI,"QB54","14","-","-","2 out of 5 stars","-","-","-"
"564",13,"Cooper Rush",ATL,"QB55","11","-","-","4 out of 5 stars","-","-4.8","16% (1/6)"
"565",13,"Connor Heyward",LV,"TE110","13","-","-","3 out of 5 stars","-","-","-"
"566",13,"Jacob Cowing",SF,"WR186","8","-","-","2 out of 5 stars","-","-","-"
"567",13,"Trey Lance",LAC,"QB56","7","-","-","2 out of 5 stars","-","+0.1","21% (3/14)"
"568",13,"Casey Washington",CAR,"WR187","5","-","-","2 out of 5 stars","-","-","-"
"569",13,"Lew Nichols III",PIT,"RB150","9","-","-","2 out of 5 stars","-","-","-"
"570",13,"Lan Larison",NE,"RB151","11","-","-","2 out of 5 stars","-","-","-"
"571",13,"Hunter Long",ARI,"TE111","14","-","-","2 out of 5 stars","-","+0.6","33% (3/9)"
"572",13,"Grant Calcaterra",PHI,"TE112","10","-","-","4 out of 5 stars","-","-0.9","28% (4/14)"
"573",13,"Blake Whiteheart",CLE,"TE113","11","-","-","3 out of 5 stars","-","-","-"
"574",13,"Will Mallory",IND,"TE114","13","-","-","3 out of 5 stars","-","-","-"
"575",13,"Kylen Granson",TEN,"TE115","9","-","-","3 out of 5 stars","-","-","-"
"576",13,"Noah Whittington",HOU,"RB152","8","-","-","4 out of 5 stars","-","-","-"
"577",13,"Jaren Kanak",TEN,"TE116","9","-","-","3 out of 5 stars","-","-","-"
"578",13,"Myles Montgomery",FA,"RB153","-","-","-","-","-","-","-"
"579",13,"Pharaoh Brown",IND,"TE117","13","-","-","3 out of 5 stars","-","-","-"
"580",13,"Chris Manhertz",NYG,"TE118","8","-","-","3 out of 5 stars","-","-","-"
"581",13,"Brandin Cooks",FA,"WR188","-","-","-","-","-","-1.2","20% (3/15)"
"582",13,"Gavin Bartholomew",MIN,"TE119","6","-","-","4 out of 5 stars","-","-","-"
"583",13,"Josiah Deguara",FA,"TE120","-","-","-","-","-","-","-"
"584",13,"Cam Akers",FA,"RB154","-","-","-","-","-","-","-"
"585",13,"Michael Burton",CLE,"RB155","11","-","-","3 out of 5 stars","-","-","-"
"586",13,"Colson Yankoff",WAS,"TE121","7","-","-","1 out of 5 stars","-","-","-"
"587",13,"Ulysses Bentley IV",FA,"RB156","-","-","-","-","-","-","-"
"588",13,"Ahmani Marshall",CAR,"RB157","5","-","-","1 out of 5 stars","-","-","-"
"589",13,"Lucas Krull",DEN,"TE122","10","-","-","4 out of 5 stars","-","-","-"
"590",13,"Tim Jones",JAC,"WR189","7","-","-","4 out of 5 stars","-","-","-"
"591",13,"Teagan Quitoriano",ARI,"TE123","14","-","-","2 out of 5 stars","-","-","-"
"592",13,"Myles Price",MIN,"WR190","6","-","-","5 out of 5 stars","-","-","-"
"593",13,"Dallen Bentley",DEN,"TE124","10","-","-","4 out of 5 stars","-","-","-"
"594",13,"Miles Davis",FA,"RB158","-","-","-","-","-","-","-"
"595",13,"Darius Cooper",PHI,"WR191","10","-","-","4 out of 5 stars","-","-","-"
"596",13,"Devin Culp",FA,"TE125","-","-","-","-","-","-","-"
"597",13,"Jordan Akins",FA,"TE126","-","-","-","-","-","-","-"
"598",13,"Jason Sanders",FA,"K35","-","-","-","-","-","-","-"
"599",13,"Stone Smartt",NO,"TE127","8","-","-","2 out of 5 stars","-","0.0","7% (1/13)"
"600",13,"Theo Wease Jr.",LAC,"WR192","7","-","-","2 out of 5 stars","-","+11.4","100% (1/1)"
"601",13,"Harrison Bryant",FA,"TE128","-","-","-","-","-","-","-"
"602",13,"Jermar Jefferson",MIN,"RB159","6","-","-","4 out of 5 stars","-","-","-"
"603",13,"Nick Kallerup",SEA,"TE129","11","-","-","3 out of 5 stars","-","-","-"
"604",13,"Sterling Shepard",FA,"WR193","-","-","-","-","-","-0.5","38% (5/13)"
"605",13,"CJ Donaldson",NO,"RB160","8","-","-","3 out of 5 stars","-","-","-"
"606",13,"Brayden Willis",SF,"TE130","8","-","-","3 out of 5 stars","-","-","-"
"607",13,"Desmond Reid",FA,"RB161","-","-","-","-","-","-","-"
"608",13,"Carter Runyon",LV,"TE131","13","-","-","3 out of 5 stars","-","-","-"
"609",13,"Quintin Morris",JAC,"TE132","7","-","-","3 out of 5 stars","-","-","-"
"610",13,"Jack Stoll",FA,"TE133","-","-","-","-","-","-","-"
"611",13,"Montorie Foster Jr.",SEA,"WR194","11","-","-","3 out of 5 stars","-","-","-"
"612",13,"Jake Briningstool",KC,"TE134","5","-","-","4 out of 5 stars","-","-","-"
"613",13,"James Mitchell",FA,"TE135","-","-","-","-","-","-","-"
"614",13,"Braylon James",FA,"WR195","-","-","-","-","-","-","-"
"615",13,"Laquon Treadwell",IND,"WR196","13","-","-","4 out of 5 stars","-","-","-"
"616",13,"Noah Togiai",FA,"TE136","-","-","-","-","-","-","-"
"617",13,"Ja'Quinden Jackson",FA,"RB162","-","-","-","-","-","-","-"
"618",13,"Jeshaun Jones",MIN,"WR197","6","-","-","5 out of 5 stars","-","-","-"
"619",13,"Zach Gentry",FA,"TE137","-","-","-","-","-","-","-"
"620",13,"J. Michael Sturdivant",GB,"WR198","11","-","-","5 out of 5 stars","-","-","-"
"621",13,"Peyton Hendershot",FA,"TE138","-","-","-","-","-","-","-"
"622",13,"Diontae Johnson",FA,"WR199","-","-","-","-","-","-","-"
"623",13,"Michael Woods II",DEN,"WR200","10","-","-","2 out of 5 stars","-","-","-"
"624",13,"Nick Vannett",BAL,"TE139","13","-","-","4 out of 5 stars","-","-","-"
"625",13,"CJ Dippre",TB,"TE140","10","-","-","2 out of 5 stars","-","-","-"
"626",13,"Frank Gore Jr.",BUF,"RB163","7","-","-","2 out of 5 stars","-","-","-"
"627",13,"Michael Briscoe",MIN,"WR201","6","-","-","5 out of 5 stars","-","-","-"
"628",13,"Adam Prentice",DEN,"RB164","10","-","-","2 out of 5 stars","-","-","-"
"629",13,"Will Levis",FA,"QB57","-","-","-","-","-","-","-"
"630",13,"Bo Melton",GB,"WR202","11","-","-","5 out of 5 stars","-","-","-"
"631",13,"Kenny McIntosh",FA,"RB165","-","-","-","-","-","-","-"
"632",13,"Trayveon Williams",FA,"RB166","-","-","-","-","-","-0.5","40% (2/5)"
"633",13,"Joshua Cephus",FA,"WR203","-","-","-","-","-","-","-"
"634",13,"Deontay Burnett",FA,"WR204","-","-","-","-","-","-","-"
"635",13,"Jashaun Corbin",FA,"RB167","-","-","-","-","-","-","-"
"636",13,"Zack Moss",FA,"RB168","-","-","-","-","-","-","-"
"637",13,"DeeJay Dallas",MIN,"RB169","6","-","-","4 out of 5 stars","-","-","-"
"638",13,"Mason Tipton",NO,"WR205","8","-","-","3 out of 5 stars","-","-1.0","33% (3/9)"
"639",14,"Kevin Austin Jr.",NO,"WR206","8","-","-","3 out of 5 stars","-","+0.5","25% (1/4)"
"640",14,"Albert Okwuegbunam Jr.",LV,"TE141","13","-","-","3 out of 5 stars","-","-","-"
"641",14,"Tyrell Shavers",BUF,"WR207","7","-","-","4 out of 5 stars","-","+0.7","43% (7/16)"
"642",14,"Jack Westover",WAS,"TE142","7","-","-","1 out of 5 stars","-","-","-"
"643",14,"Raheem Mostert",LV,"RB170","13","-","-","2 out of 5 stars","-","-1.2","16% (2/12)"
"644",14,"Gary Brightwell",FA,"RB171","-","-","-","-","-","-","-"
"645",14,"Emmanuel Henderson Jr.",SEA,"WR208","11","-","-","3 out of 5 stars","-","-","-"
"646",14,"Kameron Johnson",TB,"WR209","10","-","-","4 out of 5 stars","-","-","-"
"647",14,"Anthony Gould",FA,"WR210","-","-","-","-","-","-","-"
"648",14,"Arian Smith",NYJ,"WR211","13","-","-","4 out of 5 stars","-","-1.9","7% (1/14)"
"649",14,"Dominic Lovett",DET,"WR212","6","-","-","4 out of 5 stars","-","-","-"
"650",14,"Tyrion Davis-Price",FA,"RB172","-","-","-","-","-","-","-"
"651",14,"Derius Davis",LAC,"WR213","7","-","-","2 out of 5 stars","-","-","-"
"652",14,"Avery Williams",FA,"RB173","-","-","-","-","-","-","-"
"653",14,"Jack Endries",CIN,"TE143","6","-","-","3 out of 5 stars","-","-","-"
"654",14,"Julian Hicks",SEA,"WR214","11","-","-","3 out of 5 stars","-","-","-"
"655",14,"David Moore",CAR,"WR215","5","-","-","2 out of 5 stars","-","-","-"
"656",14,"Andrew Beck",NYJ,"TE144","13","-","-","4 out of 5 stars","-","-","-"
"657",14,"D'Onta Foreman",FA,"RB174","-","-","-","-","-","-","-"
"658",14,"Dare Ogunbowale",LV,"RB175","13","-","-","2 out of 5 stars","-","-0.3","25% (4/16)"
"659",14,"David Sills V",TB,"WR216","10","-","-","4 out of 5 stars","-","-0.3","33% (4/12)"
"660",14,"Hassan Haskins",NE,"RB176","11","-","-","2 out of 5 stars","-","-1.8","10% (1/10)"
"661",14,"Xavier Weaver",FA,"WR217","-","-","-","-","-","-1.0","25% (1/4)"
"662",14,"Anthony Smith",DAL,"WR218","14","-","-","2 out of 5 stars","-","-","-"
"663",14,"Dante Miller",FA,"RB177","-","-","-","-","-","-","-"
"664",14,"CJ Williams",JAC,"WR219","7","-","-","4 out of 5 stars","-","-","-"
"665",14,"Trey Sermon",ATL,"RB178","11","-","-","2 out of 5 stars","-","-","-"
"666",14,"Taysom Hill",FA,"TE145","-","-","-","-","-","+0.4","50% (6/12)"
"667",14,"Tylan Wallace",CLE,"WR220","11","-","-","3 out of 5 stars","-","-","-"
"668",14,"D'Ernest Johnson",FA,"RB179","-","-","-","-","-","-1.1","0% (0/3)"
"669",14,"Montrell Johnson Jr.",FA,"RB180","-","-","-","-","-","-","-"
"670",14,"Kendrick Law",DET,"WR221","6","-","-","4 out of 5 stars","-","-","-"
"671",14,"Nikko Remigio",KC,"WR222","5","-","-","2 out of 5 stars","-","-","-"
"672",14,"Drew Allar",PIT,"QB58","9","-","-","2 out of 5 stars","-","-","-"
"673",14,"Wendell Smallwood",FA,"RB181","-","-","-","-","-","-","-"
"674",14,"Davis Mills",HOU,"QB59","8","-","-","4 out of 5 stars","-","+1.3","28% (4/14)"
"675",14,"Jonathan Williams",FA,"RB182","-","-","-","-","-","-","-"
"676",14,"Trenton Irwin",FA,"WR223","-","-","-","-","-","-","-"
"677",14,"Dillon Gabriel",CLE,"QB60","11","-","-","4 out of 5 stars","-","-0.4","30% (4/13)"
"678",14,"Nick Bawden",FA,"RB183","-","-","-","-","-","-","-"
"679",14,"Lewis Bond",HOU,"WR224","8","-","-","3 out of 5 stars","-","-","-"
"680",14,"Spencer Rattler",NO,"QB61","8","-","-","3 out of 5 stars","-","-0.9","20% (3/15)"
"681",14,"Jarrett Stidham",DEN,"QB62","10","-","-","3 out of 5 stars","-","-","-"
"682",14,"Dillon Johnson",FA,"RB184","-","-","-","-","-","-","-"
"683",14,"KhaDarel Hodge",SF,"WR225","8","-","-","2 out of 5 stars","-","-","-"
"684",14,"Skyy Moore",GB,"WR226","11","-","-","5 out of 5 stars","-","-","-"
"685",14,"Mitchell Trubisky",TEN,"QB63","9","-","-","3 out of 5 stars","-","-","-"
"686",14,"Jamari Thrash",CLE,"WR227","11","-","-","3 out of 5 stars","-","-","-"
"687",14,"Chase Edmonds",WAS,"RB185","7","-","-","4 out of 5 stars","-","-","-"
"688",14,"Raheem Blackshear",FA,"RB186","-","-","-","-","-","-","-"
"689",14,"Collin Hill",FA,"QB64","-","-","-","-","-","-","-"
"690",14,"Samori Toure",FA,"WR228","-","-","-","-","-","-","-"
"691",14,"Andy Dalton",PHI,"QB65","10","-","-","5 out of 5 stars","-","-0.6","14% (2/14)"
"692",14,"Sam Howell",DAL,"QB66","14","-","-","2 out of 5 stars","-","-0.5","0% (0/1)"
"693",14,"Jonathan Ward",BAL,"RB187","13","-","-","3 out of 5 stars","-","-","-"
"694",14,"Joshua Dobbs",DET,"QB67","6","-","-","5 out of 5 stars","-","-","-"
"695",14,"Marcus Yarns",FA,"RB188","-","-","-","-","-","-","-"
"696",14,"Mason Rudolph",PIT,"QB68","9","-","-","2 out of 5 stars","-","-0.3","14% (2/14)"
"697",14,"Patrick Taylor Jr.",FA,"RB189","-","-","-","-","-394","-","-"
"698",14,"Hendon Hooker",TEN,"QB69","9","-","-","3 out of 5 stars","-","-","-"
"699",14,"Jimmy Garoppolo",LAR,"QB70","11","-","-","3 out of 5 stars","-","-0.5","0% (0/14)"
"700",14,"Brady Cook",FA,"QB71","-","-","-","-","-","-1.5","50% (2/4)"
"701",14,"Tommy DeVito",NE,"QB72","11","-","-","2 out of 5 stars","-","-","-"
"702",14,"Chris Oladokun",KC,"QB73","5","-","-","2 out of 5 stars","-","-","-"
"703",14,"Ben Yurosek",MIN,"TE146","6","-","-","4 out of 5 stars","-","-","-"
"704",14,"Kyle Trask",FA,"QB74","-","-","-","-","-","-","-"
"705",14,"Nick Mullens",JAC,"QB75","7","-","-","4 out of 5 stars","-","-","-"
"706",14,"Tahj Washington",FA,"WR229","-","-","-","-","-","-","-"
"707",14,"Thomas Fidone II",NYG,"TE147","8","-","-","3 out of 5 stars","-","-","-"
"708",14,"Britain Covey",FA,"WR230","-","-","-","-","-","-","-"
"709",14,"Ke'Shawn Williams",CIN,"WR231","6","-","-","4 out of 5 stars","-","-","-"
"710",14,"Cole Payton",PHI,"QB76","10","-","-","5 out of 5 stars","-","-","-"
"711",14,"Tip Reiman",ARI,"TE148","14","-","-","2 out of 5 stars","-","-","-"
"712",14,"Zach Wilson",NO,"QB77","8","-","-","3 out of 5 stars","-","-0.3","9% (1/11)"
"713",14,"Dorian Thompson-Robinson",FA,"QB78","-","-","-","-","-","-","-"
"714",14,"Brandon Allen",FA,"QB79","-","-","-","-","-","-","-"
"715",14,"Garrett Nussmeier",KC,"QB80","5","-","-","2 out of 5 stars","-","-","-"
"716",14,"Charlie Jones",NYG,"WR232","8","-","-","4 out of 5 stars","-","-","-"
"717",14,"Brevin Jordan",HOU,"TE149","8","-","-","4 out of 5 stars","-","-","-"
"718",14,"Matt Barkley",FA,"QB81","-","-","-","-","-","-","-"
"719",14,"Aidan O'Connell",LV,"QB82","13","-","-","1 out of 5 stars","-","-0.1","0% (0/1)"
"720",14,"Tyler Johnson",FA,"WR233","-","-","-","-","-","-0.6","25% (3/12)"
"721",14,"Devin Leary",FA,"QB83","-","-","-","-","-","-","-"
"722",14,"Kurtis Rourke",SF,"QB84","8","-","-","1 out of 5 stars","-","-","-"
"723",14,"Desmond Ridder",FA,"QB85","-","-","-","-","-","-","-"
"724",14,"Jabari Small",FA,"RB190","-","-","-","-","-","-","-"
"725",14,"LaJohntay Wester",BAL,"WR234","13","-","-","4 out of 5 stars","-","-","-"
"726",14,"Roman Hemby",LV,"RB191","13","-","-","2 out of 5 stars","-","-","-"
"727",14,"Matt Corral",FA,"QB86","-","-","-","-","-","-","-"
"728",14,"Case Keenum",CHI,"QB87","10","-","-","3 out of 5 stars","-","-","-"
"729",14,"Ronnie Bell",FA,"WR235","-","-","-","-","-","-","-"
"730",14,"Athan Kaliakmanis",WAS,"QB88","7","-","-","2 out of 5 stars","-","-","-"
"731",14,"Gage Larvadain",FA,"WR236","-","-","-","-","-","-","-"
"732",14,"Allen Lazard",FA,"WR237","-","-","-","-","-","-","-"
"733",14,"Behren Morton",NE,"QB89","11","-","-","2 out of 5 stars","-","-","-"
"734",14,"Graham Mertz",HOU,"QB90","8","-","-","4 out of 5 stars","-","-","-"
"735",14,"Jaret Patterson",FA,"RB192","-","-","-","-","-","+0.3","33% (2/6)"
"736",14,"Seth Henigan",FA,"QB91","-","-","-","-","-","-","-"
"737",14,"Max Brosmer",MIN,"QB92","6","-","-","5 out of 5 stars","-","-1.8","20% (2/10)"
"738",14,"Brett Rypien",FA,"QB93","-","-","-","-","-","-","-"
"739",14,"Keleki Latu",BUF,"TE150","7","-","-","3 out of 5 stars","-","-","-"
"740",14,"Malik Taylor",FA,"WR238","-","-","-","-","-","-","-"
"741",14,"Brandon Powell",FA,"WR239","-","-","-","-","-","-","-"
"742",14,"Hayden Large",CHI,"TE151","10","-","-","2 out of 5 stars","-","-","-"
"743",14,"Shedrick Jackson",FA,"WR240","-","-","-","-","-","-","-"
"744",14,"Quez Watkins",FA,"WR241","-","-","-","-","-","-","-"
"745",14,"Nick Nash",FA,"WR242","-","-","-","-","-","-","-"
"746",14,"Quali Conley",FA,"RB193","-","-","-","-","-","-","-"
"747",14,"Bisi Johnson",FA,"WR243","-","-","-","-","-","-","-"
"748",14,"Jackson Meeks",DET,"WR244","6","-","-","4 out of 5 stars","-","-","-"
"749",14,"Byron Pringle",FA,"WR245","-","-","-","-","-","-","-"
"750",14,"Tru Edwards",FA,"WR246","-","-","-","-","-","-","-"
"751",14,"Alex Bachman",LAR,"WR247","11","-","-","1 out of 5 stars","-","-","-"
"752",14,"Laviska Shenault Jr.",FA,"WR248","-","-","-","-","-","-","-"
"753",14,"Julian Hill",NE,"TE152","11","-","-","4 out of 5 stars","-","-","-"
"754",14,"Roc Taylor",FA,"WR249","-","-","-","-","-","-","-"
"755",14,"Trent Sherfield Sr.",BUF,"WR250","7","-","-","4 out of 5 stars","-","-","-"
"756",14,"Jalin Hyatt",NYG,"WR251","8","-","-","4 out of 5 stars","-","-","-"
"757",14,"Johnny Wilson",PHI,"WR252","10","-","-","4 out of 5 stars","-","-","-"
"758",14,"Xavier Gipson",FA,"WR253","-","-","-","-","-","-","-"
"759",14,"Ainias Smith",FA,"WR254","-","-","-","-","-","-","-"
"760",14,"Rakim Jarrett",FA,"WR255","-","-","-","-","-","-","-"
"761",14,"James Proche II",FA,"WR256","-","-","-","-","-","-","-"
"762",14,"Javon Baker",FA,"WR257","-","-","-","-","-","-","-"
"763",14,"Trishton Jackson",FA,"WR258","-","-","-","-","-","-","-"
"764",14,"Jaheim Bell",FA,"TE153","-","-","-","-","-","-","-"
"765",14,"Van Jefferson",FA,"WR259","-","-","-","-","-","-0.1","37% (6/16)"
"766",14,"Equanimeous St. Brown",FA,"WR260","-","-","-","-","-","-","-"
"767",15,"Ben Skowronek",PIT,"WR261","9","-","-","3 out of 5 stars","-","-","-"
"768",15,"Pierre Strong Jr.",GB,"RB194","11","-","-","4 out of 5 stars","-","-","-"
"769",15,"Tanner Conner",FA,"TE154","-","-","-","-","-","-","-"
"770",15,"Cole Turner",MIA,"TE155","6","-","-","5 out of 5 stars","-","-","-"
"771",15,"Justin Watson",FA,"WR262","-","-","-","-","-","-","-"
"772",15,"Terion Stewart",FA,"RB195","-","-","-","-","-","-","-"
"773",15,"Gus Edwards",FA,"RB196","-","-","-","-","-","-","-"
"774",15,"Michael Bandy",DEN,"WR263","10","-","-","2 out of 5 stars","-","-","-"
"775",15,"Malachi Corley",CLE,"WR264","11","-","-","3 out of 5 stars","-","-0.4","33% (3/9)"
"776",15,"Cedrick Wilson Jr.",FA,"WR265","-","-","-","-","-","-","-"
"777",15,"Jamal Haynes",FA,"RB197","-","-","-","-","-","-","-"
"778",15,"Ko Kieft",TB,"TE156","10","-","-","2 out of 5 stars","-","-","-"
"779",15,"Jeff Wilson Jr.",FA,"RB198","-","-","-","-","-","-","-"
"780",15,"Chip Trayanum",NYJ,"RB199","13","-","-","3 out of 5 stars","-","-","-"
"781",15,"Eric Gray",FA,"RB200","-","-","-","-","-","-","-"
"782",15,"Darrynton Evans",FA,"RB201","-","-","-","-","-","-","-"
"783",15,"Devin Duvernay",ARI,"WR266","14","-","-","2 out of 5 stars","-","-","-"
"784",15,"Royce Freeman",FA,"RB202","-","-","-","-","-","-","-"
"785",15,"Clyde Edwards-Helaire",FA,"RB203","-","-","-","-","-498","-","-"
"786",15,"Isaiah Hodgins",FA,"WR267","-","-","-","-","-","-1.5","33% (2/6)"
"787",15,"Dareke Young",LV,"WR268","13","-","-","2 out of 5 stars","-","-","-"
"788",15,"Velus Jones Jr.",SEA,"WR269","11","-","-","3 out of 5 stars","-","-","-"
"789",15,"JaMycal Hasty",FA,"RB204","-","-","-","-","-","-","-"
"790",15,"Coleman Owen",IND,"WR270","13","-","-","4 out of 5 stars","-","-","-"
"791",15,"Simi Fehoko",ARI,"WR271","14","-","-","2 out of 5 stars","-","-","-"
"792",15,"Michael Wortham",JAC,"WR272","7","-","-","4 out of 5 stars","-","-","-"
"793",15,"Myles Gaskin",FA,"RB205","-","-","-","-","-","-","-"
"794",15,"Camden Brown",DAL,"WR273","14","-","-","2 out of 5 stars","-","-","-"
"795",15,"Sean McKeon",IND,"TE157","13","-","-","3 out of 5 stars","-","-","-"
"796",15,"Gabe Davis",FA,"WR274","-","-","-","-","-","-","-"
"797",15,"Ricky White III",SEA,"WR275","11","-","-","3 out of 5 stars","-","-","-"
"798",15,"Vinny Anthony II",ATL,"WR276","11","-","-","3 out of 5 stars","-","-","-"
"799",15,"Kendric Pryor",FA,"WR277","-","-","-","-","-","-","-"
"800",15,"Logan Thomas",FA,"TE158","-","-","-","-","-","-","-"
"801",15,"Braxton Berrios",NYG,"WR278","8","-","-","4 out of 5 stars","-","-","-"
"802",15,"Juice Wells Jr.",FA,"WR279","-","-","-","-","-","-","-"
"803",15,"Ross Dwelley",FA,"TE159","-","-","-","-","-","-","-"
"804",15,"Ryan Griffin",FA,"TE160","-","-","-","-","-","-","-"
"805",15,"Ryan Miller",MIA,"WR280","6","-","-","3 out of 5 stars","-","-","-"
"806",15,"Anthony Firkser",FA,"TE161","-","-","-","-","-","-0.7","16% (1/6)"
"807",15,"Ray-Ray McCloud III",CHI,"WR281","10","-","-","3 out of 5 stars","-","-","-"
"808",15,"Tucker Fisk",FA,"TE162","-","-","-","-","-","-","-"
"809",15,"Geoff Swaim",FA,"TE163","-","-","-","-","-","-","-"
"810",15,"Elijah Mitchell",FA,"RB206","-","-","-","-","-","-","-"
"811",15,"Jesper Horsted",FA,"TE164","-","-","-","-","-","-","-"
"812",15,"Michael Jacobson",FA,"TE165","-","-","-","-","-","-","-"
"813",15,"Kendall Milton",CIN,"RB207","6","-","-","2 out of 5 stars","-","-","-"
"814",15,"Carson Steele",PHI,"RB208","10","-","-","4 out of 5 stars","-","-","-"
"815",15,"Brycen Hopkins",FA,"TE166","-","-","-","-","-","-","-"
"816",15,"Curtis Hodges",FA,"TE167","-","-","-","-","-","-","-"
"817",15,"Bub Means",FA,"WR282","-","-","-","-","-","-","-"
"818",15,"Gerald Everett",FA,"TE168","-","-","-","-","-","-","-"
"819",15,"Kenny Yeboah",FA,"TE169","-","-","-","-","-","-","-"
"820",15,"Israel Abanikanda",DAL,"RB209","14","-","-","4 out of 5 stars","-","-","-"
"821",15,"Luke Lachey",FA,"TE170","-","-","-","-","-","-","-"
"822",15,"Mitchell Wilcox",FA,"TE171","-","-","-","-","-","-","-"
"823",15,"Carlos Washington Jr.",FA,"RB210","-","-","-","-","-","-","-"
"824",15,"Nick Boyle",FA,"TE172","-","-","-","-","-","-","-"
"825",15,"Ross Travis",FA,"TE173","-","-","-","-","-","-","-"
"826",15,"Zay Jones",FA,"WR283","-","-","-","-","-","-","-"
"827",15,"Deuce Vaughn",FA,"RB211","-","-","-","-","-","-","-"
"828",16,"Jason Brownlee",FA,"WR284","-","-","-","-","-","-","-"
"829",16,"Austin Trammell",JAC,"WR285","7","-","-","4 out of 5 stars","-","-","-"
"830",16,"Anthony McFarland Jr.",FA,"RB212","-","-","-","-","-","-","-"
"831",16,"Tejhaun Palmer",FA,"WR286","-","-","-","-","-","-","-"
"832",16,"Jordan Mims",FA,"RB213","-","-","-","-","-","-","-"
"833",16,"Graig Cooper",FA,"RB214","-","-","-","-","-","-","-"
"834",16,"Jase McClellan",FA,"RB215","-","-","-","-","-","-","-"
"835",16,"Blake Watson",FA,"RB216","-","-","-","-","-","-","-"
"836",16,"Kevin Harris",FA,"RB217","-","-","-","-","-","-","-"
"837",16,"Kaden Prather",FA,"WR287","-","-","-","-","-","-","-"
"838",16,"Danny Gray",PHI,"WR288","10","-","-","4 out of 5 stars","-","-","-"
"839",16,"Trey Palmer",NO,"WR289","8","-","-","3 out of 5 stars","-","-","-"
"840",16,"Josh Reynolds",FA,"WR290","-","-","-","-","-","-1.0","40% (2/5)"
"841",16,"Omarius Hines",FA,"WR291","-","-","-","-","-","-","-"
"842",16,"Dale Moss",FA,"WR292","-","-","-","-","-","-","-"
"843",16,"John Hurst",FA,"WR293","-","-","-","-","-","-","-"
"844",16,"Russell Gage Jr.",FA,"WR294","-","-","-","-","-","-","-"
"845",16,"Nelson Agholor",FA,"WR295","-","-","-","-","-","-","-"
"846",16,"DeAndre Carter",FA,"WR296","-","-","-","-","-","-","-"
"847",16,"Marquez Callaway",FA,"WR297","-","-","-","-","-","-","-"
