RK,TIERS,PLAYER NAME,TEAM,POS,BYE WEEK,UPSIDE ,BUST ,SOS SEASON,ECR VS. ADP,AVG. DIFF ,% OVER 
306,10,Indianapolis Colts,IND,DST20,13,-,-,5 out of 5 stars,-,0.1,37% (6/16)
307,10,Jerome Ford,WAS,RB93,7,2 out of 5,4 out of 5,4 out of 5 stars,-,-,-
308,10,Isaac Guerendo,SF,RB94,8,-,-,2 out of 5 stars,-,-1.3,0% (0/13)
309,10,Skyler Bell,BUF,WR107,7,-,-,4 out of 5 stars,-14,-,-
310,10,Jarquez Hunter,FA,RB95,-,-,-,-,-,-0.8,0% (0/4)
311,10,Brandon Aiyuk,SF,WR108,8,2 out of 5,5 out of 5,2 out of 5 stars,15,-,-
312,10,Chicago Bears,CHI,DST21,10,-,-,2 out of 5 stars,-100,0.3,43% (7/16)
313,10,Audric Estime,NO,RB96,8,-,-,3 out of 5 stars,-,1,33% (2/6)
314,10,Darren Waller,CAR,TE37,5,-,-,2 out of 5 stars,-7,1.4,33% (3/9)
315,10,Jaleel McLaughlin,CLE,RB97,11,-,-,3 out of 5 stars,-,-0.9,14% (1/7)
316,10,Jake Tonges,SF,TE38,8,-,-,3 out of 5 stars,-32,1,42% (6/14)
317,10,Andrei Iosivas,CIN,WR109,6,-,-,4 out of 5 stars,-,-0.1,37% (6/16)
318,10,Will Shipley,PHI,RB98,10,-,-,4 out of 5 stars,-,-0.6,14% (2/14)
319,10,Darnell Washington,PIT,TE39,9,-,-,2 out of 5 stars,-,0.5,43% (7/16)
320,10,DeMario Douglas,NE,WR110,11,-,-,2 out of 5 stars,-,-0.8,25% (4/16)
321,10,Charlie Smyth,NO,K18,8,-,-,5 out of 5 stars,-,4.2,60% (3/5)
322,10,Tyreek Hill,FA,WR111,-,1 out of 5,5 out of 5,-,-112,-,-
323,10,Jahan Dotson,ATL,WR112,11,-,-,3 out of 5 stars,-13,-0.6,25% (4/16)
324,10,Michael Mayer,LV,TE40,13,-,-,3 out of 5 stars,-13,-0.5,33% (4/12)
325,10,Oscar Delp,NO,TE41,8,4 out of 5,4 out of 5,2 out of 5 stars,-,-,-
326,10,Xavier Hutchinson,HOU,WR113,8,-,-,3 out of 5 stars,-,0.4,43% (7/16)
327,10,Kareem Hunt,FA,RB99,-,-,-,-,-,0.4,37% (6/16)
328,10,Charlie Kolar,LAC,TE42,7,-,-,4 out of 5 stars,-,-,-
329,10,Bryce Lance,NO,WR114,8,-,-,3 out of 5 stars,-,-,-
330,10,Jalen Tolbert,MIA,WR115,6,-,-,3 out of 5 stars,-15,-0.3,36% (4/11)
331,10,Elijah Arroyo,SEA,TE43,11,-,-,3 out of 5 stars,-,-,-
332,11,Carson Beck,ARI,QB36,14,-,-,2 out of 5 stars,-68,-,-
333,11,Eli Raridon,NE,TE44,11,-,-,4 out of 5 stars,-,-,-
334,11,Joe Mixon,FA,RB100,-,-,-,-,-,-,-
335,11,Dallas Cowboys,DAL,DST22,14,-,-,1 out of 5 stars,-135,-3.1,25% (4/16)
336,11,Erick All Jr.,CIN,TE45,6,-,-,3 out of 5 stars,-,-,-
337,11,Dawson Knox,BUF,TE46,7,-,-,3 out of 5 stars,-,1.4,56% (9/16)
338,11,Cole Kmet,CHI,TE47,10,-,-,2 out of 5 stars,-,0.2,46% (7/15)
339,11,Kendrick Bourne,ARI,WR116,14,-,-,2 out of 5 stars,-,-0.4,33% (5/15)
340,11,Tez Johnson,TB,WR117,10,-,-,4 out of 5 stars,-,0.8,42% (6/14)
341,11,Jalen Royals,KC,WR118,5,-,-,2 out of 5 stars,-,-1.9,0% (0/4)
342,11,Brenen Thompson,LAC,WR119,7,-,-,2 out of 5 stars,-,-,-
343,11,Luke McCaffrey,WAS,WR120,7,-,-,2 out of 5 stars,-,0.3,55% (5/9)
344,11,Konata Mumpfield,LAR,WR121,11,-,-,1 out of 5 stars,-,-0.6,20% (3/15)
345,11,Tyler Higbee,LAR,TE48,11,-,-,4 out of 5 stars,-,-0.4,40% (4/10)
346,11,Noah Gray,KC,TE49,5,-,-,4 out of 5 stars,-,-1.2,33% (5/15)
347,11,J.J. McCarthy,MIN,QB37,6,-,-,5 out of 5 stars,-,-1,55% (5/9)
348,11,Bam Knight,ARI,RB101,14,-,-,2 out of 5 stars,-,-,-
349,11,Jake Elliott,PHI,K19,10,-,-,5 out of 5 stars,-106,-0.4,37% (6/16)
350,11,Joshua Palmer,BUF,WR122,7,-,-,4 out of 5 stars,-,-1.7,18% (2/11)
351,11,Tyler Bass,BUF,K20,7,-,-,2 out of 5 stars,-105,-,-
352,11,Max Klare,LAR,TE50,11,-,-,4 out of 5 stars,-,-,-
353,11,Treylon Burks,WAS,WR123,7,-,-,2 out of 5 stars,-,-0.5,50% (3/6)
354,11,Ja'Tavion Sanders,CAR,TE51,5,-,-,2 out of 5 stars,-,-1.1,30% (4/13)
355,11,Carolina Panthers,CAR,DST23,5,-,-,3 out of 5 stars,-,1,43% (7/16)
356,11,Olamide Zaccheaus,ATL,WR124,11,-,-,3 out of 5 stars,-,-0.6,40% (6/15)
357,11,Mac Jones,SF,QB38,8,-,-,1 out of 5 stars,-,0.7,26% (4/15)
358,11,New York Giants,NYG,DST24,8,-,-,1 out of 5 stars,-127,-1.8,25% (4/16)
359,11,Chris Brazzell II,CAR,WR125,5,-,-,2 out of 5 stars,-,-,-
360,11,Cedric Tillman,NO,WR126,8,-,-,3 out of 5 stars,-,-2,33% (4/12)
361,11,Roman Wilson,PIT,WR127,9,-,-,3 out of 5 stars,-,-,-
362,11,Justin Fields,KC,QB39,5,-,-,2 out of 5 stars,-,-,-
363,11,Eli Heidenreich,PIT,RB102,9,-,-,2 out of 5 stars,-,-,-
364,11,Ty Simpson,LAR,QB40,11,-,-,3 out of 5 stars,-,-,-
365,11,Michael Carter,TEN,RB103,9,-,-,3 out of 5 stars,-,0.3,50% (5/10)
366,11,Tampa Bay Buccaneers,TB,DST25,10,-,-,4 out of 5 stars,-,-0.7,25% (4/16)
367,11,Malik Benson,LV,WR128,13,-,-,2 out of 5 stars,-,-,-
368,11,Roschon Johnson,CHI,RB104,10,-,-,2 out of 5 stars,-,-0.8,16% (1/6)
369,11,KaVontae Turpin,DAL,WR129,14,-,-,2 out of 5 stars,-,0.9,42% (6/14)
370,11,Zavion Thomas,CHI,WR130,10,-,-,3 out of 5 stars,-,-,-
371,11,Kalif Raymond,CHI,WR131,10,-,-,3 out of 5 stars,-,0.9,50% (7/14)
372,11,Kevin Coleman Jr.,MIA,WR132,6,-,-,3 out of 5 stars,-,-,-
373,11,Anthony Richardson Sr.,IND,QB41,13,-,-,4 out of 5 stars,-,-0.1,16% (1/6)
374,11,Dont'e Thornton Jr.,LV,WR133,13,-,-,2 out of 5 stars,-,-2.9,0% (0/14)
375,11,Raheim Sanders,CLE,RB105,11,-,-,3 out of 5 stars,-,0,33% (1/3)
376,11,J'Mari Taylor,JAC,RB106,7,-,-,4 out of 5 stars,-,-,-
377,11,Trey Smack,GB,K21,11,-,-,4 out of 5 stars,-176,-,-
378,11,Savion Williams,GB,WR134,11,-,-,5 out of 5 stars,-,-0.5,41% (5/12)
379,11,Demarcus Robinson,SF,WR135,8,-,-,2 out of 5 stars,-,-0.6,38% (5/13)
380,11,John Metchie III,CAR,WR136,5,-,-,2 out of 5 stars,-,0.1,33% (5/15)
381,11,Justin Joly,FA,TE52,-,-,-,-,-,-,-
382,11,Colbie Young,CIN,WR137,6,-,-,4 out of 5 stars,-,-,-
383,11,Jaylin Lane,WAS,WR138,7,-,-,2 out of 5 stars,-,-,-
384,11,Rasheen Ali,BAL,RB107,13,-,-,3 out of 5 stars,-,0.5,35% (5/14)
385,11,Noah Fant,NO,TE53,8,-,-,2 out of 5 stars,-,-0.3,28% (4/14)
386,11,CJ Daniels,LAR,WR139,11,-,-,1 out of 5 stars,-,-,-
387,11,Tommy Tremble,CAR,TE54,5,-,-,2 out of 5 stars,-,-0.3,31% (5/16)
388,11,Ben Sinnott,WAS,TE55,7,-,-,1 out of 5 stars,-,0.1,40% (6/15)
389,11,Tennessee Titans,TEN,DST26,9,-,-,2 out of 5 stars,-66,-0.2,37% (6/16)
390,11,Zane Gonzalez,FA,K22,-,-,-,-,-,3,75% (6/8)
391,11,Odell Beckham Jr.,NYG,WR140,8,-,-,4 out of 5 stars,-,-,-
392,11,Jacob Saylors,DET,RB108,6,-,-,5 out of 5 stars,-,-,-
393,11,Tutu Atwell,LAR,WR141,11,-,-,1 out of 5 stars,-106,-0.6,22% (2/9)
394,11,Barion Brown,NO,WR142,8,-,-,3 out of 5 stars,-,-,-
395,11,Jawhar Jordan,HOU,RB109,8,-,-,4 out of 5 stars,-,0.1,50% (1/2)
396,11,Austin Ekeler,FA,RB110,-,-,-,-,-140,-,-
397,11,Daniel Carlson,NO,K23,8,-,-,5 out of 5 stars,-,-1,31% (5/16)
398,11,Cincinnati Bengals,CIN,DST27,6,-,-,4 out of 5 stars,-,-1.5,25% (4/16)
399,11,Marcus Mariota,WAS,QB42,7,-,-,2 out of 5 stars,-,0,33% (5/15)
400,11,Kyle Juszczyk,SF,RB111,8,-,-,2 out of 5 stars,-,-,-
401,11,Austin Hooper,ATL,TE56,11,-,-,3 out of 5 stars,-,0.2,46% (7/15)
402,11,Joe Flacco,CIN,QB43,6,-,-,3 out of 5 stars,-,0.9,33% (5/15)
403,11,Jordan Whittington,LAR,WR143,11,-,-,1 out of 5 stars,-,-1.2,18% (3/16)
404,12,Daniel Bellinger,TEN,TE57,9,-,-,3 out of 5 stars,-,-,-
405,12,Spencer Shrader,IND,K24,13,-,-,4 out of 5 stars,-,-,-
406,12,Jameis Winston,NYG,QB44,8,-,-,4 out of 5 stars,-,3.1,20% (1/5)
407,12,Luke Musgrave,GB,TE58,11,-,-,2 out of 5 stars,-,-1.1,25% (4/16)
408,12,Devontez Walker,BAL,WR144,13,-,-,4 out of 5 stars,-,-,-
409,12,Jam Miller,FA,RB112,-,-,-,-,-,-,-
410,12,Sione Vaki,DET,RB113,6,-,-,5 out of 5 stars,-,-,-
411,12,Cade Klubnik,NYJ,QB45,13,-,-,4 out of 5 stars,-,-,-
412,12,Nick Folk,ATL,K25,11,-,-,0 out of 5 stars,-167,1.2,50% (8/16)
413,12,Blake Grupe,NYJ,K26,13,-,-,2 out of 5 stars,-,1,40% (6/15)
414,12,Jonnu Smith,GB,TE59,11,-,-,2 out of 5 stars,-,-1,25% (4/16)
415,12,Miami Dolphins,MIA,DST28,6,-,-,3 out of 5 stars,-,0.1,56% (9/16)
416,12,Mitchell Evans,CAR,TE60,5,-,-,2 out of 5 stars,-,0.8,56% (9/16)
417,12,Marlin Klein,HOU,TE61,8,-,-,4 out of 5 stars,-,-,-
418,12,Nick Westbrook-Ikhine,FA,WR145,-,-,-,-,-,-2.9,0% (0/13)
419,12,Brandon McManus,FA,K27,-,-,-,-,-,0.8,61% (8/13)
420,12,Washington Commanders,WAS,DST29,7,-,-,2 out of 5 stars,-,-1.7,37% (6/16)
421,12,Las Vegas Raiders,LV,DST30,13,-,-,4 out of 5 stars,-,-2,18% (3/16)
422,12,Jeremy McNichols,WAS,RB114,7,-,-,4 out of 5 stars,-,-1,37% (6/16)
423,12,Ashton Dulin,IND,WR146,13,-,-,4 out of 5 stars,-,-,-
424,12,Elijah Higgins,ARI,TE62,14,-,-,2 out of 5 stars,-,0.1,43% (7/16)
425,12,Deion Burks,IND,WR147,13,-,-,4 out of 5 stars,-,-,-
426,12,Damien Martinez,FA,RB115,-,-,-,-,-,-,-
427,12,Phil Mafah,FA,RB116,-,-,-,-,-,-,-
428,12,Khalil Herbert,FA,RB117,-,-,-,-,-,-,-
429,12,Matt Hibner,BAL,TE63,13,-,-,4 out of 5 stars,-,-,-
430,12,Dyami Brown,WAS,WR148,7,-,-,2 out of 5 stars,-,-1.5,27% (3/11)
431,12,Chad Ryland,ARI,K28,14,-,-,2 out of 5 stars,-,0.8,53% (8/15)
432,12,Joey Slye,TEN,K29,9,-,-,4 out of 5 stars,-,2.7,66% (10/15)
433,12,Joe Milton III,FA,QB46,-,-,-,-,-,-0.1,7% (1/14)
434,12,Ben Sauls,FA,K30,-,-,-,-,-,1.3,50% (1/2)
435,12,Tyler Goodson,ATL,RB118,11,-,-,2 out of 5 stars,-,-,-
436,12,Ryan Fitzgerald,CAR,K31,5,-,-,0 out of 5 stars,-,0.1,43% (7/16)
437,12,Marquez Valdes-Scantling,FA,WR149,-,-,-,-,-,-1.4,22% (2/9)
438,12,Ronnie Rivers,LAR,RB119,11,-,-,5 out of 5 stars,-,-,-
439,12,Dylan Laube,LV,RB120,13,-,-,2 out of 5 stars,-,-,-
440,12,Adam Trautman,DEN,TE64,10,-,-,4 out of 5 stars,-,-0.4,37% (6/16)
441,12,Hunter Luepke,DAL,RB121,14,-,-,4 out of 5 stars,-,-,-
442,12,Jackson Hawes,BUF,TE65,7,-,-,3 out of 5 stars,-,1.2,56% (9/16)
443,12,Tanner Koziol,JAC,TE66,7,-,-,3 out of 5 stars,-,-,-
444,12,Tai Felton,MIN,WR150,6,-,-,5 out of 5 stars,-,-,-
445,12,Terrell Jennings,FA,RB122,-,-,-,-,-,-,-
446,12,Dameon Pierce,PHI,RB123,10,-,-,4 out of 5 stars,-,-0.9,25% (1/4)
447,12,Dohnte Meyers,CIN,WR151,6,-,-,4 out of 5 stars,-,-,-
448,12,Robert Henry Jr.,WAS,RB124,7,-,-,4 out of 5 stars,-,-,-
449,12,New York Jets,NYJ,DST31,13,-,-,4 out of 5 stars,-,-2.6,25% (4/16)
450,12,Antonio Gibson,FA,RB125,-,-,-,-,-,-,-
451,12,Greg Dortch,BUF,WR152,7,-,-,4 out of 5 stars,-,1.4,50% (6/12)
452,12,Zach Ertz,FA,TE67,-,-,-,-,-,-,-
453,12,Arizona Cardinals,ARI,DST32,14,-,-,2 out of 5 stars,-,-0.8,31% (5/16)
454,12,Corey Kiner,NE,RB126,11,-,-,2 out of 5 stars,-,-0.9,50% (2/4)
455,12,Elijah Moore,PHI,WR153,10,-,-,4 out of 5 stars,-,-,-
456,12,Tim Patrick,NYJ,WR154,13,-,-,4 out of 5 stars,-,1,46% (6/13)
457,12,Lil'Jordan Humphrey,DEN,WR155,10,-,-,2 out of 5 stars,-,-0.2,37% (3/8)
458,12,Isaiah Williams,NYJ,WR156,13,-,-,4 out of 5 stars,-,-,-
459,12,John Bates,WAS,TE68,7,-,-,1 out of 5 stars,-,-0.8,28% (4/14)
460,12,Tommy Myers,FA,TE69,-,-,-,-,-,-,-
461,12,Jelani Woods,NYJ,TE70,13,-,-,4 out of 5 stars,-,-,-
462,12,Dominic Zvada,NYG,K32,8,-,-,2 out of 5 stars,-199,-,-
463,12,Drew Stevens,WAS,K33,7,-,-,5 out of 5 stars,-,-,-
464,12,Jake Moody,BAL,K34,13,-,-,3 out of 5 stars,-,2.9,62% (5/8)
465,12,Tanner Hudson,CIN,TE71,6,-,-,3 out of 5 stars,-,-,-
466,12,Isaiah Williams,FA,WR157,-,-,-,-,-,-,-
467,12,Josh Williams,TB,RB127,10,-,-,2 out of 5 stars,-,-,-
468,12,Zavier Scott,CHI,RB128,10,-,-,2 out of 5 stars,-,0,40% (6/15)
469,12,Jahdae Walker,CHI,WR158,10,-,-,3 out of 5 stars,-,4.9,100% (2/2)
470,12,Jimmy Horn Jr.,CAR,WR159,5,-,-,2 out of 5 stars,-,-,-
471,12,Xavier Restrepo,FA,WR160,-,-,-,-,-,-,-
472,12,Taylen Green,CLE,QB47,11,-,-,4 out of 5 stars,-,-,-
473,12,Miles Sanders,FA,RB129,-,-,-,-,-,-,-
474,12,Kalel Mullings,TEN,RB130,9,-,-,3 out of 5 stars,-,-0.4,12% (1/8)
475,12,Chris Blair,ATL,WR161,11,-,-,3 out of 5 stars,-,-,-
476,12,Reggie Gilliam,NE,RB131,11,-,-,2 out of 5 stars,-,-,-
477,12,Tyrod Taylor,GB,QB48,11,-,-,4 out of 5 stars,-,-0.3,30% (4/13)
478,12,DeAndre Hopkins,BAL,WR162,13,-,-,4 out of 5 stars,-,-0.5,31% (5/16)
479,12,Riley Leonard,IND,QB49,13,-,-,4 out of 5 stars,-,-0.4,0% (0/3)
480,12,Jonathan Mingo,DAL,WR163,14,-,-,2 out of 5 stars,-,-0.6,25% (1/4)
481,12,AJ Dillon,CAR,RB132,5,-,-,1 out of 5 stars,-,-0.3,28% (2/7)
482,12,Jordan Watkins,SF,WR164,8,-,-,2 out of 5 stars,-,-,-
483,12,Tyler Lockett,LV,WR165,13,-,-,2 out of 5 stars,-,-0.5,37% (6/16)
484,12,Ameer Abdullah,JAC,RB133,7,-,-,4 out of 5 stars,-,-,-
485,12,Will Kacmarek,MIA,TE72,6,-,-,5 out of 5 stars,-,-,-
486,12,Foster Moreau,HOU,TE73,8,-,-,4 out of 5 stars,-,-1.5,18% (2/11)
487,12,Mo Alie-Cox,IND,TE74,13,-,-,3 out of 5 stars,-,-,-
488,12,Josh Oliver,MIN,TE75,6,-,-,4 out of 5 stars,-,0.6,28% (4/14)
489,12,Luke Schoonmaker,DAL,TE76,14,-,-,2 out of 5 stars,-,-,-
490,12,Durham Smythe,BAL,TE77,13,-,-,4 out of 5 stars,-,-,-
491,12,Sam Roush,CHI,TE78,10,-,-,2 out of 5 stars,-,-,-
492,12,Brock Wright,DET,TE79,6,-,-,3 out of 5 stars,-,0,27% (3/11)
493,12,Nate Boerkircher,JAC,TE80,7,-,-,3 out of 5 stars,-,-,-
494,12,Drew Sample,CIN,TE81,6,-,-,3 out of 5 stars,-,-0.2,25% (4/16)
495,12,Nate Adkins,DEN,TE82,10,-,-,4 out of 5 stars,-,-,-
496,12,Josh Cuevas,BAL,TE83,13,-,-,4 out of 5 stars,-,-,-
497,12,Moliki Matavao,NO,TE84,8,-,-,2 out of 5 stars,-,-,-
498,13,Mitch Tinsley,HOU,WR166,8,-,-,3 out of 5 stars,-,-,-
499,13,Khalil Dinkins,SF,TE85,8,-,-,3 out of 5 stars,-,-,-
500,13,Lan Larison,NE,RB134,11,-,-,2 out of 5 stars,-,-,-
501,13,Tyler Conklin,DET,TE86,6,-,-,3 out of 5 stars,-,-1.4,23% (3/13)
502,13,Lew Nichols III,PIT,RB135,9,-,-,2 out of 5 stars,-,-,-
503,13,Reggie Virgil,ARI,WR167,14,-,-,2 out of 5 stars,-,-,-
504,13,Miles Kitselman,FA,TE87,-,-,-,-,-,-,-
505,13,Nathan Carter,KC,RB136,5,-,-,3 out of 5 stars,-,-,-
506,13,Jaydn Ott,KC,RB137,5,-,-,3 out of 5 stars,-,-,-
507,13,Jacob Cowing,SF,WR168,8,-,-,2 out of 5 stars,-,-,-
508,13,Alexander Mattison,FA,RB138,-,-,-,-,-,-,-
509,13,KeAndre Lambert-Smith,LAC,WR169,7,-,-,2 out of 5 stars,-,-0.2,22% (2/9)
510,13,Jason Sanders,FA,K35,-,-,-,-,-,-,-
511,13,Josh Cameron,JAC,WR170,7,-,-,4 out of 5 stars,-,-,-
512,13,Kene Nwangwu,NYJ,RB139,13,-,-,3 out of 5 stars,-,-,-
513,13,Kaden Wetjen,PIT,WR171,9,-,-,3 out of 5 stars,-,-,-
514,13,Jared Wayne,HOU,WR172,8,-,-,3 out of 5 stars,-,-,-
515,13,Noah Whittington,HOU,RB140,8,-,-,4 out of 5 stars,-,-,-
516,13,Max Bredeson,MIN,RB141,6,-,-,4 out of 5 stars,-,-,-
517,13,Tyler Badie,DEN,RB142,10,-,-,2 out of 5 stars,-,-0.6,40% (6/15)
518,13,Alec Ingold,LAC,RB143,7,-,-,3 out of 5 stars,-,-,-
519,13,Michael Burton,CLE,RB144,11,-,-,3 out of 5 stars,-,-,-
520,13,Patrick Ricard,NYG,RB145,8,-,-,4 out of 5 stars,-,-,-
521,13,Ben Sims,MIA,TE88,6,-,-,5 out of 5 stars,-,-,-
522,13,Ahmani Marshall,FA,RB146,-,-,-,-,-,-,-
523,13,Myles Montgomery,FA,RB147,-,-,-,-,-,-,-
524,13,Jake Browning,FA,QB50,-,-,-,-,-,0.9,27% (3/11)
525,13,Efton Chism III,NE,WR173,11,-,-,2 out of 5 stars,-,-,-
526,13,Kevin Austin Jr.,FA,WR174,-,-,-,-,-,0.5,25% (1/4)
527,13,Scotty Miller,CHI,WR175,10,-,-,3 out of 5 stars,-,-,-
528,13,Jalen Brooks,ARI,WR176,14,-,-,2 out of 5 stars,-,-,-
529,13,Brycen Tremayne,CAR,WR177,5,-,-,2 out of 5 stars,-,-,-
530,13,Jeshaun Jones,MIN,WR178,6,-,-,5 out of 5 stars,-,-,-
531,13,Ulysses Bentley IV,FA,RB148,-,-,-,-,-,-,-
532,13,Miles Davis,FA,RB149,-,-,-,-,-,-,-
533,13,Quinn Ewers,JAC,QB51,7,-,-,4 out of 5 stars,-,-2.6,50% (1/2)
534,13,Myles Price,MIN,WR179,6,-,-,5 out of 5 stars,-,-,-
535,13,Gardner Minshew II,ARI,QB52,14,-,-,2 out of 5 stars,-,-,-
536,13,Jake Bobo,SEA,WR180,11,-,-,3 out of 5 stars,-,-,-
537,13,Trey Lance,LAC,QB53,7,-,-,2 out of 5 stars,-,0.1,21% (3/14)
538,13,Theo Wease Jr.,FA,WR181,-,-,-,-,-,11.4,100% (1/1)
539,13,Tyson Bagent,CHI,QB54,10,-,-,3 out of 5 stars,-,-0.2,15% (2/13)
540,13,Cooper Rush,ATL,QB55,11,-,-,4 out of 5 stars,-,-4.8,16% (1/6)
541,13,Donovan Edwards,FA,RB150,-,-,-,-,-,-,-
542,13,Darius Cooper,PHI,WR182,10,-,-,4 out of 5 stars,-,-,-
543,13,Michael Woods II,DEN,WR183,10,-,-,2 out of 5 stars,-,-,-
544,13,CJ Donaldson,NO,RB151,8,-,-,3 out of 5 stars,-,-,-
545,13,Mecole Hardman Jr.,FA,WR184,-,-,-,-,-,-,-
546,13,Jabari Small,DET,RB152,6,-,-,5 out of 5 stars,-,-,-
547,13,Will Levis,FA,QB56,-,-,-,-,-,-,-
548,13,JuJu Smith-Schuster,FA,WR185,-,-,-,-,-,-0.8,37% (6/16)
549,13,Tay Martin,DET,WR186,6,-,-,4 out of 5 stars,-,-,-
550,13,Brandin Cooks,FA,WR187,-,-,-,-,-,-1.2,20% (3/15)
551,13,Jermar Jefferson,MIN,RB153,6,-,-,4 out of 5 stars,-,-,-
552,13,Zamir White,NO,RB154,8,-,-,3 out of 5 stars,-,-1.2,0% (0/5)
553,13,Cade Stover,HOU,TE89,8,-,-,4 out of 5 stars,-,-0.4,37% (3/8)
554,13,Montorie Foster Jr.,SEA,WR188,11,-,-,3 out of 5 stars,-,-,-
555,13,Jeremy Ruckert,NYJ,TE90,13,-,-,4 out of 5 stars,-,-0.1,43% (7/16)
556,13,Desmond Reid,FA,RB155,-,-,-,-,-,-,-
557,13,Michael Briscoe,MIN,WR189,6,-,-,5 out of 5 stars,-,-,-
558,13,J. Michael Sturdivant,GB,WR190,11,-,-,5 out of 5 stars,-,-,-
559,13,Josh Whyle,GB,TE91,11,-,-,2 out of 5 stars,-,-,-
560,13,Julius Chestnut,TEN,RB156,9,-,-,3 out of 5 stars,-,-0.6,18% (3/16)
561,13,Cam Akers,FA,RB157,-,-,-,-,-,-,-
562,13,Davis Allen,LAR,TE92,11,-,-,4 out of 5 stars,-,0.2,37% (6/16)
563,13,Luke Farrell,SF,TE93,8,-,-,3 out of 5 stars,-,-,-
564,13,Curtis Samuel,FA,WR191,-,-,-,-,-,-0.1,20% (1/5)
565,13,Noah Brown,FA,WR192,-,-,-,-,-,-,-
566,13,Payne Durham,TB,TE94,10,-,-,2 out of 5 stars,-,-,-
567,13,Jack Endries,CIN,TE95,6,-,-,3 out of 5 stars,-,-,-
568,13,Brevyn Spann-Ford,DAL,TE96,14,-,-,2 out of 5 stars,-,-,-
569,13,Diontae Johnson,FA,WR193,-,-,-,-,-,-,-
570,13,Tom Kennedy,DET,WR194,6,-,-,4 out of 5 stars,-,-,-
571,13,Laquon Treadwell,IND,WR195,13,-,-,4 out of 5 stars,-,-,-
572,13,Joshua Cephus,FA,WR196,-,-,-,-,-,-,-
573,13,Ja'Quinden Jackson,PHI,RB158,10,-,-,4 out of 5 stars,-,-,-
574,13,Deontay Burnett,FA,WR197,-,-,-,-,-,-,-
575,13,Blake Whiteheart,CLE,TE97,11,-,-,3 out of 5 stars,-,-,-
576,13,Michael Trigg,DAL,TE98,14,-,-,2 out of 5 stars,-,-,-
577,13,Roman Hemby,LV,RB159,13,-,-,2 out of 5 stars,-,-,-
578,13,Bauer Sharp,TB,TE99,10,-,-,2 out of 5 stars,-,-,-
579,13,Seydou Traore,MIA,TE100,6,-,-,5 out of 5 stars,-,-,-
580,13,Jaret Patterson,FA,RB160,-,-,-,-,-,0.3,33% (2/6)
581,13,Xavier Smith,LAR,WR198,11,-,-,1 out of 5 stars,-,0.9,40% (4/10)
582,13,Van Jefferson,FA,WR199,-,-,-,-,-,-0.1,37% (6/16)
583,13,Joe Royer,CLE,TE101,11,-,-,3 out of 5 stars,-,-,-
584,13,Jared Wiley,KC,TE102,5,-,-,4 out of 5 stars,-,-0.3,0% (0/3)
585,13,Charlie Woerner,ATL,TE103,11,-,-,3 out of 5 stars,-,-,-
586,13,Grant Calcaterra,PHI,TE104,10,-,-,4 out of 5 stars,-,-0.9,28% (4/14)
587,13,Eric Saubert,SEA,TE105,11,-,-,3 out of 5 stars,-,-,-
588,13,Ian Thomas,LV,TE106,13,-,-,3 out of 5 stars,-,-,-
589,13,Tip Reiman,ARI,TE107,14,-,-,2 out of 5 stars,-,-,-
590,13,Kylen Granson,TEN,TE108,9,-,-,3 out of 5 stars,-,-,-
591,13,Brevin Jordan,HOU,TE109,8,-,-,4 out of 5 stars,-,-,-
592,13,Drew Ogletree,IND,TE110,13,-,-,3 out of 5 stars,-,-,-
593,13,Ben Yurosek,MIN,TE111,6,-,-,4 out of 5 stars,-,-,-
594,13,Will Dissly,FA,TE112,-,-,-,-,-,-0.7,25% (2/8)
595,13,Carsen Ryan,CLE,TE113,11,-,-,3 out of 5 stars,-,-,-
596,14,Travis Homer,PIT,RB161,9,-,-,2 out of 5 stars,-,-,-
597,14,Johnny Mundt,PHI,TE114,10,-,-,4 out of 5 stars,-,-,-
598,14,Justin Watson,FA,WR200,-,-,-,-,-,-,-
599,14,Jalen Reagor,FA,WR201,-,-,-,-,-,-,-
600,14,Derius Davis,LAC,WR202,7,-,-,2 out of 5 stars,-,-,-
601,14,Colson Yankoff,WAS,TE115,7,-,-,1 out of 5 stars,-,-,-
602,14,David Sills V,TB,WR203,10,-,-,4 out of 5 stars,-,-0.3,33% (4/12)
603,14,Hunter Long,ARI,TE116,14,-,-,2 out of 5 stars,-,0.6,33% (3/9)
604,14,Chris Manhertz,NYG,TE117,8,-,-,3 out of 5 stars,-,-,-
605,14,Cedrick Wilson Jr.,FA,WR204,-,-,-,-,-,-,-
606,14,Mason Tipton,NO,WR205,8,-,-,3 out of 5 stars,-,-1,33% (3/9)
607,14,Michael Bandy,DEN,WR206,10,-,-,2 out of 5 stars,-,-,-
608,14,Ben Skowronek,PIT,WR207,9,-,-,3 out of 5 stars,-253,-,-
609,14,Tyrell Shavers,BUF,WR208,7,-,-,4 out of 5 stars,-,0.7,43% (7/16)
610,14,Thomas Fidone II,NYG,TE118,8,-,-,3 out of 5 stars,-,-,-
611,14,DeeJay Dallas,FA,RB162,-,-,-,-,-,-,-
612,14,Arian Smith,NYJ,WR209,13,-,-,4 out of 5 stars,-,-1.9,7% (1/14)
613,14,Skyy Moore,GB,WR210,11,-,-,5 out of 5 stars,-,-,-
614,14,Kameron Johnson,TB,WR211,10,-,-,4 out of 5 stars,-,-,-
615,14,Anthony Gould,FA,WR212,-,-,-,-,-,-,-
